interaction_id;actions;known_action;interaction_type;pubmed_ids;drug_bankID_id;uniprot_ID_id
15040;antagonist;unknown;target;19029429;DB06702;P08912
15041;substrate;unknown;enzyme;19000553|21545485|19347334|19761716;DB06702;P08684
15042;substrate;unknown;enzyme;19000553|21545485|19347334|19761716;DB06702;P10635
15043;substrate;unknown;transporter;22390261;DB06702;P08183
15044;substrate;no;transporter;14668769;DB06704;P23975
15045;substrate;unknown;carrier;17650553|19222207|17625839|16706555;DB06705;P02768
15046;agonist;yes;target;15094323|3129549;DB06706;P35348
15047;inhibitor;yes;target;15094323|15955613|7751968|3129549;DB06706;Q05940
15048;substrate;unknown;enzyme;nan;DB06708;P08684
15049;inhibitor;unknown;enzyme;nan;DB06708;P10635
15050;agonist;yes;target;20888332|20347047|19951374|19460789|14993104|12611815;DB06709;P20309
15051;agonist;unknown;target;10335008|3998816;DB06709;P11229
15052;agonist;unknown;target;21091801;DB06709;P08173
15053;agonist;unknown;target;21091801;DB06709;P08912
15054;inhibitor;no;transporter;22245488;DB06709;O76082
15055;agonist;yes;target;17084172|17086931|17128417|17202804|17322500|11752352;DB06710;P10275
15056;nan;unknown;target;25012808;DB06710;P03372
15057;nan;unknown;carrier;3521955;DB06710;P02768
15058;nan;unknown;carrier;3521955;DB06710;P04278
15059;substrate;unknown;enzyme;11996015;DB06710;P20813
15060;substrate;unknown;enzyme;10630892;DB06710;P08684
15061;substrate|inducer;unknown;enzyme;11694764;DB06710;P11511
15062;inhibitor|inducer;unknown;transporter;8779895|8779894|8786566;DB06710;P46721
15063;inducer;unknown;transporter;11779196;DB06710;Q8TCC7
15064;agonist;yes;target;8930173|17852165|11180982;DB06711;P08913
15065;agonist;yes;target;10481510|16083326|8930173|10381812|10459292|11180982;DB06711;P35348
15066;inhibitor;yes;target;7898101|9846638;DB06712;Q13936
15067;inhibitor;yes;target;16484345|11752352|20933604;DB06712;P54289
15068;inhibitor;yes;target;7898101|1283184|20933604;DB06712;Q08289
15069;inhibitor;unknown;target;19029287;DB06712;Q01668
15070;inhibitor;unknown;target;16675661;DB06712;Q13698
15071;inhibitor;unknown;target;9249249|10525060|20097194|11426839|19634509|10374627;DB06712;Q8IZS8
15072;substrate|inhibitor;unknown;enzyme;14993813;DB06712;P08684
15073;inhibitor;unknown;enzyme;14993813;DB06712;P11509
15074;inhibitor;unknown;enzyme;14993813;DB06712;P33261
15075;inhibitor;unknown;enzyme;14993813;DB06712;P10632
15076;substrate;unknown;enzyme;14993813;DB06712;P05181
15077;agonist;yes;target;19962254|1324557|17107221|7750291|8384965;DB06713;P06401
15078;nan;unknown;target;12586319;DB06713;P02768
15079;partial agonist;unknown;target;15625768;DB06713;P10275
15080;inhibitor;unknown;enzyme;15860265|12711003|15172700;DB06713;P08842
15081;substrate;no;enzyme;nan;DB06713;P08684
15082;nan;yes;target;15955613|18500382;DB06714;Q05940
15083;agonist;unknown;target;17218486|17234900|17212650|17234899|15764732;DB06714;Q96RJ0
15084;potentiator;yes;target;16402123;DB06716;P47870
15085;potentiator;yes;target;16402123;DB06716;P28472
15086;substrate;unknown;carrier;nan;DB06716;P02768
15087;substrate|inhibitor|inducer;unknown;enzyme;nan;DB06717;P08684
15088;inducer;unknown;enzyme;26921085;DB06717;P11712
15089;agonist;yes;target;16159155|6539197|12589933;DB06718;P10275
15090;nan;yes;target;20053189;DB06719;P22888
15091;nan;yes;target;20053189;DB06719;P30968
15092;inducer;unknown;enzyme;8718543;DB06719;P11511
15093;nan;unknown;target;20336596;DB06720;P04062
15094;substrate;unknown;transporter;19139163;DB06721;Q9Y6L6
15095;inhibitor;yes;target;20399943|10450786|17516707|11846620;DB06725;P23219
15096;inhibitor;yes;target;20399943|10450786|17516707|11846620;DB06725;P35354
15097;substrate;unknown;enzyme;16118328|17022718|15606435|10640513|8857077|11996015;DB06725;P11712
15098;substrate;unknown;enzyme;nan;DB06726;P10635
15099;substrate|inhibitor;unknown;enzyme;16025294|10594487;DB06727;P10635
15100;nan;unknown;target;11151026;DB06728;P06870
15101;nan;unknown;target;11697451;DB06728;P02768
15102;substrate;unknown;enzyme;nan;DB06728;P05181
15103;inhibitor;unknown;enzyme;16945988|16415119|10821163;DB06729;P11712
15104;inhibitor;unknown;enzyme;17101742;DB06729;P20813
15105;inhibitor;unknown;enzyme;7640150;DB06729;P10632
15106;inhibitor;unknown;enzyme;8886607|10821163;DB06729;P10635
15107;binder|activator;yes;target;15697108;DB06730;P06401
15108;inhibitor;unknown;enzyme;nan;DB06730;P20815
15109;inhibitor;unknown;enzyme;nan;DB06730;P24462
15110;substrate;no;enzyme;11012556;DB06730;P08684
15111;inhibitor;unknown;enzyme;12899669;DB06730;P33261
15112;inhibitor;unknown;enzyme;nan;DB06731;P20815
15113;inhibitor;unknown;enzyme;nan;DB06731;P24462
15114;inhibitor;unknown;enzyme;9384467;DB06731;P11712
15115;inhibitor;unknown;enzyme;23785064;DB06731;P33261
15116;inhibitor;unknown;enzyme;11876575;DB06731;P08684
15117;nan;unknown;target;10620335;DB06732;P03372
15118;nan;unknown;target;10620335;DB06732;P11474
15119;nan;unknown;target;10620335;DB06732;P10589
15120;nan;unknown;target;10620335|1658599;DB06732;P35869
15121;nan;unknown;target;19563207;DB06732;Q16678
15122;inducer;unknown;enzyme;10930040;DB06732;P05177
15123;inhibitor;yes;target;12689676;DB06733;P38606
15124;inhibitor;yes;target;15638326;DB06734;P38606
15125;substrate;unknown;enzyme;18445989;DB06735;P10635
15126;inhibitor;yes;target;15163279;DB06736;P35354
15127;inhibitor;yes;target;15163279;DB06736;P23219
15128;substrate;unknown;enzyme;19515014|11996015;DB06736;P11712
15129;substrate;unknown;enzyme;19515014;DB06737;P16662
15130;substrate;unknown;enzyme;19515014|12236850;DB06737;P11712
15131;substrate;unknown;enzyme;19515014;DB06737;P23219
15132;agonist;yes;target;8878254|8153059;DB06738;P35372
15133;agonist;yes;target;8153059;DB06738;P41145
15134;agonist;yes;target;8153059;DB06738;P41143
15135;substrate;unknown;enzyme;19515014;DB06738;P23219
15136;substrate;unknown;enzyme;19515014|16278191;DB06738;P11712
15137;substrate;unknown;enzyme;19515014|16278191;DB06738;P08684
15138;substrate;unknown;enzyme;19515014;DB06738;O60656
15139;substrate;unknown;enzyme;16278191;DB06738;P20813
15140;substrate;unknown;enzyme;16278191;DB06738;P33261
15141;substrate;unknown;enzyme;16278191;DB06738;P10632
15142;antagonist;unknown;target;8950952;DB06739;P21731
15143;substrate;unknown;enzyme;9010637|9663807|11996015;DB06739;P11712
15144;substrate|inducer;unknown;enzyme;19515014|9010637;DB06739;P08684
15145;substrate;unknown;enzyme;19515014|9010637;DB06739;P10632
15146;substrate;unknown;enzyme;19515014|9010637;DB06739;P33261
15147;substrate;unknown;enzyme;19515014|11996015;DB06739;P20813
15148;substrate;unknown;enzyme;19515014;DB06739;O60656
15149;substrate;unknown;enzyme;19515014;DB06739;P23219
15150;inhibitor;unknown;enzyme;11996015;DB06739;P11509
15151;substrate;unknown;enzyme;19515014;DB06741;P22309
15152;substrate;unknown;enzyme;19515014;DB06741;P35503
15153;substrate;unknown;enzyme;19515014;DB06741;O60656
15154;substrate;unknown;enzyme;19515014;DB06741;P06133
15155;substrate;unknown;enzyme;10659952;DB06742;P08684
15156;inhibitor;unknown;target;25297453;DB06749;Q9NPD5
15157;nan;unknown;target;25297453;DB06750;Q9NPD5
15158;inhibitor;yes;target;17502703|12823389|20554370;DB06751;P27815
15159;degradation;yes;target;3729572;DB06752;P13727
15160;positive allosteric modulator;yes;target;17131147;DB06754;P01008
15161;substrate;no;carrier;nan;DB06755;P98155
15162;substrate;no;carrier;nan;DB06755;P09455
15163;substrate;no;carrier;nan;DB06755;P50120
15164;substrate;no;carrier;nan;DB06755;P10745
15165;substrate;no;carrier;nan;DB06755;P02753
15166;substrate;no;carrier;nan;DB06755;P82980
15167;substrate;no;enzyme;nan;DB06755;Q9HAY6
15168;nan;unknown;target;25765238;DB06756;P10415
15169;inhibitor;unknown;enzyme;9229847|6406829;DB06756;P06276
15170;nan;unknown;target;16737955;DB06757;P50213
15171;nan;unknown;target;16737955;DB06757;P51553
15172;nan;unknown;target;16879102;DB06757;Q15750
15173;nan;unknown;target;18802628;DB06757;P05089
15174;nan;unknown;target;8782865;DB06757;P02787
15175;inhibitor;unknown;enzyme;17469137;DB06757;P21399
15176;substrate;unknown;enzyme;11851418;DB06762;P08684
15177;antagonist;unknown;target;22035879;DB06766;P35367
15178;substrate;no;enzyme;16957931;DB06769;P05177
15179;substrate;unknown;enzyme;9065730|9253143;DB06770;P10632
15180;inhibitor;unknown;enzyme;9726784|9065730;DB06770;P04798
15181;substrate;unknown;enzyme;7645026;DB06770;P05091
15182;substrate;unknown;enzyme;9065730|9253143;DB06770;P05177
15183;substrate;unknown;enzyme;9065730|15129551|9253143|8347164;DB06770;P05181
15184;substrate;unknown;enzyme;11717179;DB06770;P10635
15185;inhibitor;no;enzyme;19026171|21190921;DB06771;P05177
15186;binder;yes;target;nan;DB06772;P68366
15187;binder;yes;target;nan;DB06772;Q9H4B7
15188;substrate;unknown;enzyme;nan;DB06772;P08684
15189;substrate;unknown;enzyme;nan;DB06772;P20815
15190;substrate;unknown;enzyme;nan;DB06772;P10632
15191;substrate|inhibitor;unknown;transporter;nan;DB06772;P08183
15192;inhibitor;unknown;transporter;nan;DB06772;Q9UNQ0
15193;inhibitor;unknown;transporter;nan;DB06772;Q9Y6L6
15194;inhibitor;unknown;transporter;nan;DB06772;Q9NPD5
15195;incorporation into and destabilization;yes;target;1483490;DB06773;P12814
15196;substrate;no;enzyme;2833122;DB06773;P54802
15197;substrate;no;enzyme;2833122;DB06773;P15144
15198;substrate;no;enzyme;2833122;DB06773;P36871
15199;agonist;yes;target;21158551|21852280;DB06774;Q8NER1
15200;nan;unknown;target;19116139;DB06774;Q99623
15201;inhibitor;unknown;enzyme;20388821;DB06774;P08684
15202;inhibitor;unknown;enzyme;11125845|19723084;DB06774;P35354
15203;inhibitor;unknown;enzyme;17874046|11125845;DB06774;P05164
15204;substrate|inducer;unknown;enzyme;20863199|12641434;DB06774;P05177
15205;substrate;unknown;enzyme;7746093;DB06774;P05181
15206;inhibitor;unknown;enzyme;18783367;DB06774;P21397
15207;inhibitor;unknown;enzyme;18783367;DB06774;P09172
15208;inducer;unknown;enzyme;15076747;DB06774;P15104
15209;inhibitor;unknown;enzyme;18069241;DB06774;P06276
15210;allosteric modulator;yes;target;18516804|19106093|21207059;DB06775;P31327
15211;other;unknown;target;10334992|20104269;DB06777;Q96RI1
15212;nan;unknown;target;17963371;DB06777;O75469
15213;nan;unknown;target;17963371|18180267;DB06777;Q8TDU6
15214;substrate;unknown;target;8486699;DB06777;P52895
15215;substrate;unknown;enzyme;12385778|7824882|12011083|19696711|15576845|12509506|11181760;DB06777;Q02318
15216;substrate;unknown;enzyme;18583509|15454728;DB06777;P08684
15217;inhibitor;unknown;enzyme;15821044;DB06777;P16662
15218;inducer;unknown;enzyme;nan;DB06778;P00439
15219;inducer;unknown;enzyme;nan;DB06778;P28300
15220;nan;unknown;transporter;nan;DB06778;P02768
15221;nan;unknown;transporter;nan;DB06778;P00450
15222;potentiator;yes;target;8707165|11044537;DB06779;P01008
15223;inhibitor;yes;target;21091776|17692905|16041398;DB06779;P15692
15224;inhibitor;yes;target;15179449|20682597|10847421;DB06779;P10646
15225;inhibitor;unknown;target;11044537;DB06779;P16109
15226;substrate;unknown;enzyme;16041398;DB06779;Q9Y251
15227;agonist;unknown;target;17132855;DB06780;P08235
15228;substrate;no;enzyme;nan;DB06780;P08684
15229;agonist;yes;target;19668594|20509750;DB06781;P04150
15230;substrate;no;enzyme;27084892;DB06781;P08684
15231;nan;unknown;target;15681799;DB06782;P05067
15232;binder;no;carrier;6988551|1645976;DB06784;P02787
15233;binder;no;carrier;6988551;DB06784;P02788
15234;binder;no;carrier;6988551;DB06784;P02792
15235;binder;no;carrier;6988551;DB06784;P02794
15236;antagonist;yes;target;10655292;DB06785;P30968
15237;agonist|activator;unknown;target;26658258;DB06786;Q99835
15238;substrate;no;enzyme;nan;DB06786;P08684
15239;antagonist;unknown;target;8075869;DB06787;P11229
15240;antagonist;yes;target;8075869;DB06787;P20309
15241;antagonist;unknown;target;8075869;DB06787;P08173
15242;agonist;yes;target;nan;DB06788;P30968
15243;agonist;unknown;target;26558340;DB06789;P06401
15244;substrate;unknown;enzyme;25256193;DB06789;P08684
15245;substrate;unknown;enzyme;25256193;DB06789;P20815
15246;inducer;unknown;enzyme;24681287;DB06789;P33261
15247;agonist;unknown;target;26416534;DB06791;P30874
15248;agonist;unknown;target;26416534;DB06791;P35346
15249;inhibitor;no;enzyme;nan;DB06791;P08684
15250;antagonist;unknown;target;22974493;DB06795;P23280
15251;binder;unknown;carrier;9245963|9245964;DB06796;P01023
15252;binder;unknown;carrier;9245963|9245964;DB06796;P02768
15253;activator;unknown;enzyme;19834427;DB06796;P04179
15254;substrate;unknown;transporter;19141331;DB06796;P49281
15255;antagonist;yes;target;17504835;DB06800;P35372
15256;antagonist;no;target;17504835;DB06800;P41145
15257;inhibitor;unknown;target;10850857;DB06802;P23219
15258;inhibitor;unknown;target;10850857;DB06802;P35354
15259;substrate;unknown;enzyme;11124226|14557374;DB06803;P11712
15260;inhibitor;unknown;enzyme;11124226;DB06803;P05177
15261;inducer;unknown;enzyme;21241401;DB06804;P35354
15262;antagonist;yes;target;18847313|23204107;DB06809;P61073
15263;inhibitor;yes;target;23409799;DB06813;P00374
15264;inhibitor;yes;target;23409799;DB06813;P04818
15265;substrate;unknown;enzyme;23409799;DB06813;Q05932
15266;substrate;unknown;transporter;22921318;DB06813;P41440
15267;substrate;unknown;transporter;nan;DB06813;Q92887
15268;substrate;unknown;transporter;nan;DB06813;Q9UNQ0
15269;agonist;yes;target;216448;DB06814;P07550
15270;substrate;unknown;enzyme;19279563|19433563|18095922;DB06817;P22309
15271;inhibitor;unknown;enzyme;nan;DB06819;P10635
15272;inhibitor;unknown;enzyme;11854151;DB06820;P05177
15273;inhibitor;unknown;enzyme;11854151;DB06820;P11712
15274;inhibitor;unknown;enzyme;nan;DB06820;P10635
15275;potentiator;yes;target;19888521|15767980|15567452;DB06822;P01008
15276;inhibitor;unknown;target;19888514;DB06822;P13612
15277;binder;unknown;target;18991783;DB06822;P48061
15278;inhibitor;unknown;enzyme;15723278;DB06822;O75173
15279;inhibitor;unknown;enzyme;2998407;DB06823;P05164
15280;agonist;yes;target;nan;DB06825;P30968
15281;nan;unknown;target;10592235;DB06829;P18031
15282;nan;unknown;target;10592235;DB06830;O95749
15283;nan;unknown;target;10592235;DB06831;P48736
15284;nan;unknown;target;10592235;DB06831;O00329
15285;nan;unknown;target;10592235;DB06832;Q92731
15286;nan;unknown;target;10592235;DB06832;Q15788
15287;nan;unknown;target;10592235;DB06833;P11474
15288;nan;unknown;target;10592235;DB06834;P43405
15289;nan;unknown;target;10592235;DB06835;P15086
15290;nan;unknown;target;10592235;DB06836;P48736
15291;nan;unknown;target;10592235;DB06836;Q8NEB9
15292;nan;unknown;target;10592235;DB06837;Q9UNA0
15293;nan;unknown;target;10592235;DB06838;P00734
15294;nan;unknown;target;10592235;DB06840;P07477
15295;nan;unknown;target;10592235;DB06841;P00734
15296;nan;unknown;target;10592235;DB06842;P27815
15297;nan;unknown;target;10592235;DB06842;Q08499
15298;nan;unknown;target;10592235;DB06843;P63092
15299;nan;unknown;target;10592235;DB06843;Q08462
15300;nan;unknown;target;10592235;DB06843;O95622
15301;nan;unknown;target;10592235;DB06844;P20248
15302;nan;unknown;target;10592235;DB06844;P24941
15303;nan;unknown;target;10592235;DB06845;P07477
15304;nan;unknown;target;10592235;DB06845;P00734
15305;nan;unknown;target;10592235;DB06848;Q15661
15306;nan;unknown;target;10592235;DB06849;Q15661
15307;nan;unknown;target;10592235;DB06850;P07477
15308;nan;unknown;target;10592235;DB06850;P00734
15309;nan;unknown;target;10592235;DB06852;O14757
15310;nan;unknown;target;10592235;DB06853;P07477
15311;nan;unknown;target;10592235;DB06853;P00734
15312;nan;unknown;target;10592235;DB06855;P00749
15313;nan;unknown;target;10592235;DB06855;P07477
15314;nan;unknown;target;10592235;DB06856;P00749
15315;nan;unknown;target;10592235;DB06857;P00749
15316;nan;unknown;target;10592235;DB06858;P00734
15317;nan;unknown;target;10592235;DB06858;P07477
15318;nan;unknown;target;10592235;DB06859;P00734
15319;nan;unknown;target;10592235;DB06861;P00734
15320;nan;unknown;target;10592235;DB06862;P42574
15321;nan;unknown;target;10592235;DB06865;P00734
15322;nan;unknown;target;10592235;DB06866;P00734
15323;nan;unknown;target;10592235;DB06867;Q13526
15324;nan;unknown;target;10592235;DB06868;P00734
15325;nan;unknown;target;10592235;DB06869;P00734
15326;nan;unknown;target;10592235;DB06870;P10275
15327;nan;unknown;target;10592235;DB06871;P03372
15328;nan;unknown;target;10592235;DB06871;Q15596
15329;nan;unknown;target;10592235;DB06875;Q92731
15330;nan;unknown;target;10592235;DB06875;Q15788
15331;nan;unknown;target;10592235;DB06876;O14757
15332;nan;unknown;target;10592235;DB06877;P28482
15333;nan;unknown;target;10592235;DB06878;P00734
15334;nan;unknown;target;10592235;DB06879;P35228
15335;nan;unknown;target;10592235;DB06880;P27487
15336;nan;unknown;target;10592235;DB06882;P12931
15337;nan;unknown;target;10592235;DB06882;Q16539
15338;nan;unknown;target;10592235;DB06883;P12931
15339;nan;unknown;target;10592235;DB06884;P62508
15340;nan;unknown;target;10592235;DB06884;P48552
15341;nan;unknown;carrier;10592235;DB06885;P02766
15342;nan;unknown;target;10592235;DB06887;P18031
15343;nan;unknown;target;10592235;DB06888;P24941
15344;nan;unknown;target;10592235;DB06891;P00918
15345;nan;unknown;target;10592235;DB06892;Q02750
15346;nan;unknown;target;10592235;DB06894;O00519
15347;nan;unknown;target;10592235;DB06896;P08581
15348;nan;unknown;target;10592235;DB06897;P53350
15349;nan;unknown;target;10592235;DB06898;P03372
15350;nan;unknown;target;10592235;DB06898;Q15596
15351;nan;unknown;target;10592235;DB06899;P00797
15352;nan;unknown;target;10592235;DB06900;Q16651
15353;nan;unknown;target;10592235;DB06901;P08217
15354;nan;unknown;target;10592235;DB06902;P62508
15355;nan;unknown;target;10592235;DB06905;Q13362
15356;nan;unknown;target;10592235;DB06905;P67775
15357;nan;unknown;target;10592235;DB06905;P30153
15358;nan;unknown;carrier;10592235;DB06907;P02766
15359;nan;unknown;target;10592235;DB06908;Q15788
15360;nan;unknown;target;10592235;DB06908;P37231
15361;nan;unknown;target;10592235;DB06909;Q07343
15362;nan;unknown;target;10592235;DB06911;P00734
15363;nan;unknown;target;10592235;DB06912;P61626
15364;nan;unknown;target;10592235;DB06914;P09601
15365;nan;unknown;target;10592235;DB06916;P35228
15366;nan;unknown;target;10592235;DB06918;P07477
15367;nan;unknown;target;10592235;DB06919;P00734
15368;nan;unknown;target;10592235;DB06920;P00742
15369;nan;unknown;target;10592235;DB06921;P15086
15370;nan;unknown;target;10592235;DB06923;P07477
15371;nan;unknown;target;10592235;DB06924;P15085
15372;nan;unknown;target;10592235;DB06925;P06239
